Title	URL	Abstract views	PDF views	Original submission	Current submission
Evaluating Internal Model Strength and Performance of Myoelectric Prosthesis Control Strategies	http://biorxiv.org/content/early/2017/09/27/194225	27	1	2017_09_27	2017_09_27
Hydrogel encapsulation of living organisms for long-term microscopy	http://biorxiv.org/content/early/2017/09/27/194282	118	26	2017_09_27	2017_09_27
Direct PCR offers a fast and reliable alternative to conventional DNA isolation methods for animal gut microbiomes	http://biorxiv.org/content/early/2017/09/27/193664	331	42	2017_09_27	2017_09_27
A distributed algorithm to maintain and repair the trail networks of arboreal ants	http://biorxiv.org/content/early/2017/09/27/194480	36	5	2017_09_27	2017_09_27
A preliminary analysis of the association between perceived stigma and HIV-related pain	http://biorxiv.org/content/early/2017/09/27/194191	NA	NA	2017_09_27	2017_09_27
Reconstruction of developmental landscapes by optimal-transport analysis of single-cell gene expression sheds light on cellular reprogramming.	http://biorxiv.org/content/early/2017/09/27/191056	2230	1047	2017_09_27	2017_09_27
Genome-wide interaction study of stress-sensitivity and its prediction of major depressive disorder in UK Biobank and Generation Scotland	http://biorxiv.org/content/early/2017/09/27/194290	76	9	2017_09_27	2017_09_27
MACS - a new SPM toolbox for model assessment, comparison and selection	http://biorxiv.org/content/early/2017/09/27/194365	47	13	2017_09_27	2017_09_27
Transcriptional development of phospholipid and lipoprotein metabolism in different intestinal regions of Atlantic salmon (Salmo salar) fry	http://biorxiv.org/content/early/2017/09/27/194514	NA	NA	2017_09_27	2017_09_27
Small RNAs are trafficked from the epididymis to developing mammalian sperm	http://biorxiv.org/content/early/2017/09/27/194522	69	22	2017_09_27	2017_09_27
Olfactory fear conditioning non-specifically enhances glomerular odor responses and increases representational overlap of learned and neutral odors	http://biorxiv.org/content/early/2017/09/27/194415	43	14	2017_09_27	2017_09_27
High-resolution genome-wide functional dissection of transcriptional regulatory regions in human	http://biorxiv.org/content/early/2017/09/27/193136	681	241	2017_09_27	2017_09_27
Extreme heterogeneity of influenza virus infection in single cells	http://biorxiv.org/content/early/2017/09/27/193995	183	116	2017_09_27	2017_09_27
A synthetic stroma-free germinal center niche using material-surface driven polyvalent signaling efficiently induces antigen-specific humoral immunity ex vivo	http://biorxiv.org/content/early/2017/09/27/194456	29	3	2017_09_27	2017_09_27
Smart switching in feedforward control of grip force during manipulation of elastic objects	http://biorxiv.org/content/early/2017/09/27/194407	30	5	2017_09_27	2017_09_27
A universal, genome-wide guide finder for CRISPR/Cas9 targeting in microbial genomes	http://biorxiv.org/content/early/2017/09/27/194241	110	25	2017_09_27	2017_09_27
New evidence of a rhythmic priming effect that enhances grammaticality judgments in children	http://biorxiv.org/content/early/2017/09/27/193961	32	5	2017_09_27	2017_09_27
The Complex Simplicity of the Brittle Star Nervous System	http://biorxiv.org/content/early/2017/09/27/194316	67	20	2017_09_27	2017_09_27
Low cost and open source multi-fluorescence imaging system for teaching and research in biology and bioengineering	http://biorxiv.org/content/early/2017/09/27/194324	59	46	2017_09_27	2017_09_27
Rare Variant Burden in Known Dystonia Genes in Population Controls and Sporadic Dystonia Patients	http://biorxiv.org/content/early/2017/09/27/194399	80	11	2017_09_27	2017_09_27
Histone deacetylase inhibition reduces deleterious cytokine release induced by ingenol stimulation	http://biorxiv.org/content/early/2017/09/27/193946	NA	NA	2017_09_27	2017_09_27
Hormonal regulation of women′s prosocial, but not sexual, responses to kinship cues	http://biorxiv.org/content/early/2017/09/27/192054	97	15	2017_09_27	2017_09_27
Profiling DNA Methylation Differences Between Inbred Mouse Strains on the Illumina Human Infinium MethylationEPIC Microarray	http://biorxiv.org/content/early/2017/09/27/194464	67	6	2017_09_27	2017_09_27
MeDEStrand: an improved method to infer genome-wide absolute methylation level from DNA enrichment experiment	http://biorxiv.org/content/early/2017/09/27/194431	65	16	2017_09_27	2017_09_27
Genetic differences in the aryl hydrocarbon receptor and CYP1A2 affect susceptibility to developmental polychlorinated biphenyl exposure in mice: Relevance to studies of human neurological disorders	http://biorxiv.org/content/early/2017/09/27/194472	25	1	2017_09_27	2017_09_27
Using Temporal ICA to Selectively Remove Global Noise While Preserving Global Signal in Functional MRI Data	http://biorxiv.org/content/early/2017/09/27/193862	194	58	2017_09_27	2017_09_27
Arabidopsis phenotyping through Geometric Morphometrics	http://biorxiv.org/content/early/2017/09/27/194449	42	14	2017_09_27	2017_09_27
ZINB-WaVE: A general and flexible method for signal extraction from single-cell RNA-seq data	http://biorxiv.org/content/early/2017/09/26/125112	3117	1433	2017_04_6	2017_09_26
Multivariate association between single-nucleotide polymorphisms in Alzgene linkage regions and structural changes in the brain: discovery, refinement and validation	http://biorxiv.org/content/early/2017/09/26/088310	865	196	2017_08_2	2017_09_26
Exploring the phenotypic consequences of tissue specific gene expression variation inferred from GWAS summary statistics	http://biorxiv.org/content/early/2017/09/26/045260	9004	4019	2017_05_21	2017_09_26
Genetic Adaptation of C. elegans to Environment Changes I: Multigenerational Analysis of the Transcriptome	http://biorxiv.org/content/early/2017/09/26/194506	13	1	2017_09_26	2017_09_26
Internal Protein Motions in Molecular Dynamics Simulations of Bragg and Diffuse X-ray Scattering	http://biorxiv.org/content/early/2017/09/26/190496	16	2	2017_09_26	2017_09_26
Medial frontal theta is entrained to rewarded actions	http://biorxiv.org/content/early/2017/09/26/144550	706	318	2017_09_6	2017_09_26
Depth Dependent Nanomechanical Analysis of Extracellular Matrix in Multicell Spheroids.	http://biorxiv.org/content/early/2017/09/26/193516	NA	NA	2017_09_25	2017_09_26
Polymorphic dynamics of ribosomal proteins gene expression during somatic cell reprogramming and their differentiation into specialized cells-types	http://biorxiv.org/content/early/2017/09/26/114868	567	227	2017_03_7	2017_09_26
Learning And Transfer Of Working Memory Gating Policies	http://biorxiv.org/content/early/2017/09/26/144543	389	137	2017_05_31	2017_09_26
Cell-type heterogeneity in the zebrafish olfactory placode is generated from progenitors within preplacodal ectoderm	http://biorxiv.org/content/early/2017/09/26/194175	13	4	2017_09_26	2017_09_26
Effects of confinement on body mass and site fidelity of feral pigeons during the setting-up of pigeon houses.	http://biorxiv.org/content/early/2017/09/26/194043	NA	NA	2017_09_26	2017_09_26
Gauss-power mixing distributions comprehensively describe stochastic variations in RNA-seq data	http://biorxiv.org/content/early/2017/09/26/194118	15	5	2017_09_26	2017_09_26
The contribution of common genetic risk variants for ADHD to a general factor of childhood psychopathology	http://biorxiv.org/content/early/2017/09/26/193573	18	9	2017_09_26	2017_09_26
Impaired competence in flagellar mutants of Bacillus subtilis is connected to the regulatory network governed by DegU	http://biorxiv.org/content/early/2017/09/26/194027	19	7	2017_09_26	2017_09_26
Enhancers mapping uncovers phenotypic heterogeneity and evolution in patients with luminal breast cancer.	http://biorxiv.org/content/early/2017/09/26/193771	99	24	2017_09_26	2017_09_26
Leveraging lung tissue transcriptome to uncover candidate causal genes in COPD genetic associations	http://biorxiv.org/content/early/2017/09/26/193938	12	6	2017_09_26	2017_09_26
A literature review at genome scale: improving clinical variant assessment	http://biorxiv.org/content/early/2017/09/26/193870	40	10	2017_09_26	2017_09_26
Fitness effects and transmission of phoretic nematodes of the burying beetle, Nicrophorus vespilloides	http://biorxiv.org/content/early/2017/09/26/193714	11	2	2017_09_26	2017_09_26
Hippocampal atrophy and intrinsic brain network alterations relate to impaired capacity for mind wandering in neurodegeneration	http://biorxiv.org/content/early/2017/09/26/194092	16	6	2017_09_26	2017_09_26
Name Conditioning in Event-Related Brain Potentials	http://biorxiv.org/content/early/2017/09/26/194134	17	5	2017_09_26	2017_09_26
Improved Prokaryotic Gene Prediction Yields Insights into Transcription and Translation Mechanisms on Whole Genome Scale	http://biorxiv.org/content/early/2017/09/26/193490	13	3	2017_09_26	2017_09_26
Smallholder agriculture and the fate of a hyperdiverse tropical biota	http://biorxiv.org/content/early/2017/09/26/192955	8	1	2017_09_26	2017_09_26
Non-canonical aberrant DNA hypermethylation in glioma	http://biorxiv.org/content/early/2017/09/26/193789	18	2	2017_09_26	2017_09_26
netDx: Interpretable patient classification using integrated patient similarity networks	http://biorxiv.org/content/early/2017/09/26/084418	1907	687	2016_10_31	2017_09_26
The virome of Drosophila suzukii, an invasive pest of soft fruit	http://biorxiv.org/content/early/2017/09/26/190322	474	113	2017_09_18	2017_09_26
Nanopore-based single molecule sequencing of the D4Z4 array responsible for facioscapulohumeral muscular dystrophy	http://biorxiv.org/content/early/2017/09/26/157040	1125	405	2017_06_29	2017_09_26
Complex Dynamics From Simple Cognition: The Primary Ratchet Effect In Animal Culture	http://biorxiv.org/content/early/2017/09/26/134247	1126	269	2017_05_4	2017_09_26
A Logic-Based Dynamic Modeling Approach to Explicate the Evolution of the Central Dogma of Molecular Biology	http://biorxiv.org/content/early/2017/09/26/103127	1119	451	2017_01_26	2017_09_26
Lacking conservation genomics in the giant Galápagos tortoise	http://biorxiv.org/content/early/2017/09/26/101980	1670	581	2017_09_2	2017_09_26
Seasonal influenza circulation patterns and projections for Sep 2017 to Sep 2018	http://biorxiv.org/content/early/2017/09/26/191676	20	8	2017_09_26	2017_09_26
DAFi: A Directed Recursive Filtering and Clustering Approach to Data-Driven Identification of Cell Populations from Polychromatic Flow Cytometry Data	http://biorxiv.org/content/early/2017/09/26/193912	9	3	2017_09_26	2017_09_26
The mechano-chemistry of reverse transcriptase	http://biorxiv.org/content/early/2017/09/26/194159	30	3	2017_09_26	2017_09_26
Award or Reward? Which comes first, NIH funding or research impact?	http://biorxiv.org/content/early/2017/09/26/193755	395	183	2017_09_26	2017_09_26
Comprehensive, high-resolution binding energy landscapes reveal context dependencies of transcription factor binding	http://biorxiv.org/content/early/2017/09/26/193904	79	12	2017_09_26	2017_09_26
Gene regulatory network inference from single-cell data using multivariate information measures	http://biorxiv.org/content/early/2017/09/26/082099	2436	1166	2017_04_26	2017_09_26
Architecture of mammalian centriole distal appendages accommodates distinct blade and matrix functional elements	http://biorxiv.org/content/early/2017/09/25/193474.1	16	6	2017_09_25	2017_09_25
Effects of tDCS Dosage on Working Memory in Healthy Participants	http://biorxiv.org/content/early/2017/09/25/192419	27	7	2017_09_22	2017_09_25
Modeling the schizophrenias: subunit-specific NMDAR antagonism dissociates oscillatory signatures of frontal hypofunction and hippocampal hyperfunction	http://biorxiv.org/content/early/2017/09/25/191882	2	7	2017_09_21	2017_09_25
Phage mobility is a core determinant of phage-bacteria coexistence in biofilms	http://biorxiv.org/content/early/2017/09/25/086462	1399	702	2017_05_30	2017_09_25
Neural precursors of decisions that matter--an ERP study of deliberate and arbitrary choice	http://biorxiv.org/content/early/2017/09/25/097626	2558	729	2017_01_17	2017_09_25
Demography and selection shape transcriptomic divergence in field crickets	http://biorxiv.org/content/early/2017/09/25/193839	11	4	2017_09_25	2017_09_25
SETDB1 prevents TET2-dependent activation of IAP retroelements in naïve embryonic stem cells	http://biorxiv.org/content/early/2017/09/25/193854	32	3	2017_09_25	2017_09_25
Copy number heterogeneity, large origin tandem repeats, and interspecies recombination in HHV-6A and HHV-6B reference strains	http://biorxiv.org/content/early/2017/09/25/193805	9	1	2017_09_25	2017_09_25
Deep learning diffusion fingerprinting to detect brain tumour response to chemotherapy	http://biorxiv.org/content/early/2017/09/25/193730	12	3	2017_09_25	2017_09_25
Continuous rearrangement of the postsynaptic gephyrin scaffolding domain: a super-resolution quantified and energetic approach	http://biorxiv.org/content/early/2017/09/25/193698	11	2	2017_09_25	2017_09_25
Sensory neuropathy-causing mutations in ATL3 cause aberrant ER membrane tethering	http://biorxiv.org/content/early/2017/09/25/192484	13	5	2017_09_25	2017_09_25
Human olfactory cortex contributes to emotional and perceptual aspects of aversive associative learning and memory	http://biorxiv.org/content/early/2017/09/25/193748	7	3	2017_09_25	2017_09_25
PSGfinder: fast identification of genes under divergent positive selection using the dynamic windows method	http://biorxiv.org/content/early/2017/09/25/193722	9	4	2017_09_25	2017_09_25
Why human papillomavirus acute infections matter	http://biorxiv.org/content/early/2017/09/25/144576	349	142	2017_07_10	2017_09_25
Strelka2: Fast and accurate variant calling for clinical sequencing applications	http://biorxiv.org/content/early/2017/09/25/192872	120	39	2017_09_23	2017_09_25
ANTENNA, a Multi-Rank, Multi-Layered Recommender System for Inferring Reliable Drug-Gene-Disease Associations: Repurposing Diazoxide as a Targeted Anti-Cancer Therapy	http://biorxiv.org/content/early/2017/09/25/192385	11	4	2017_09_22	2017_09_25
